video_id,sequence,video_frame,sequence_frame,image_id,image_path
0,40258,375,375,0-375,/home/dingchaofan/dataset/starfish/data/train_images/video_0/375.jpg
0,40258,376,376,0-376,/home/dingchaofan/dataset/starfish/data/train_images/video_0/376.jpg
0,40258,377,377,0-377,/home/dingchaofan/dataset/starfish/data/train_images/video_0/377.jpg
0,40258,378,378,0-378,/home/dingchaofan/dataset/starfish/data/train_images/video_0/378.jpg
0,40258,379,379,0-379,/home/dingchaofan/dataset/starfish/data/train_images/video_0/379.jpg
0,40258,380,380,0-380,/home/dingchaofan/dataset/starfish/data/train_images/video_0/380.jpg
0,40258,381,381,0-381,/home/dingchaofan/dataset/starfish/data/train_images/video_0/381.jpg
0,40258,382,382,0-382,/home/dingchaofan/dataset/starfish/data/train_images/video_0/382.jpg
0,40258,383,383,0-383,/home/dingchaofan/dataset/starfish/data/train_images/video_0/383.jpg
0,40258,384,384,0-384,/home/dingchaofan/dataset/starfish/data/train_images/video_0/384.jpg
0,40258,385,385,0-385,/home/dingchaofan/dataset/starfish/data/train_images/video_0/385.jpg
0,40258,399,399,0-399,/home/dingchaofan/dataset/starfish/data/train_images/video_0/399.jpg
0,40258,400,400,0-400,/home/dingchaofan/dataset/starfish/data/train_images/video_0/400.jpg
0,40258,401,401,0-401,/home/dingchaofan/dataset/starfish/data/train_images/video_0/401.jpg
0,40258,402,402,0-402,/home/dingchaofan/dataset/starfish/data/train_images/video_0/402.jpg
0,40258,403,403,0-403,/home/dingchaofan/dataset/starfish/data/train_images/video_0/403.jpg
0,40258,404,404,0-404,/home/dingchaofan/dataset/starfish/data/train_images/video_0/404.jpg
0,40258,405,405,0-405,/home/dingchaofan/dataset/starfish/data/train_images/video_0/405.jpg
0,40258,406,406,0-406,/home/dingchaofan/dataset/starfish/data/train_images/video_0/406.jpg
0,40258,407,407,0-407,/home/dingchaofan/dataset/starfish/data/train_images/video_0/407.jpg
0,40258,408,408,0-408,/home/dingchaofan/dataset/starfish/data/train_images/video_0/408.jpg
0,40258,409,409,0-409,/home/dingchaofan/dataset/starfish/data/train_images/video_0/409.jpg
0,40258,410,410,0-410,/home/dingchaofan/dataset/starfish/data/train_images/video_0/410.jpg
0,40258,411,411,0-411,/home/dingchaofan/dataset/starfish/data/train_images/video_0/411.jpg
0,40258,412,412,0-412,/home/dingchaofan/dataset/starfish/data/train_images/video_0/412.jpg
0,40258,413,413,0-413,/home/dingchaofan/dataset/starfish/data/train_images/video_0/413.jpg
0,40258,414,414,0-414,/home/dingchaofan/dataset/starfish/data/train_images/video_0/414.jpg
0,40258,415,415,0-415,/home/dingchaofan/dataset/starfish/data/train_images/video_0/415.jpg
0,40258,416,416,0-416,/home/dingchaofan/dataset/starfish/data/train_images/video_0/416.jpg
0,40258,417,417,0-417,/home/dingchaofan/dataset/starfish/data/train_images/video_0/417.jpg
0,40258,418,418,0-418,/home/dingchaofan/dataset/starfish/data/train_images/video_0/418.jpg
0,40258,419,419,0-419,/home/dingchaofan/dataset/starfish/data/train_images/video_0/419.jpg
0,40258,420,420,0-420,/home/dingchaofan/dataset/starfish/data/train_images/video_0/420.jpg
0,40258,421,421,0-421,/home/dingchaofan/dataset/starfish/data/train_images/video_0/421.jpg
0,40258,422,422,0-422,/home/dingchaofan/dataset/starfish/data/train_images/video_0/422.jpg
0,40258,423,423,0-423,/home/dingchaofan/dataset/starfish/data/train_images/video_0/423.jpg
0,40258,424,424,0-424,/home/dingchaofan/dataset/starfish/data/train_images/video_0/424.jpg
0,40258,425,425,0-425,/home/dingchaofan/dataset/starfish/data/train_images/video_0/425.jpg
0,40258,426,426,0-426,/home/dingchaofan/dataset/starfish/data/train_images/video_0/426.jpg
0,40258,427,427,0-427,/home/dingchaofan/dataset/starfish/data/train_images/video_0/427.jpg
0,40258,428,428,0-428,/home/dingchaofan/dataset/starfish/data/train_images/video_0/428.jpg
0,40258,429,429,0-429,/home/dingchaofan/dataset/starfish/data/train_images/video_0/429.jpg
0,40258,430,430,0-430,/home/dingchaofan/dataset/starfish/data/train_images/video_0/430.jpg
0,40258,431,431,0-431,/home/dingchaofan/dataset/starfish/data/train_images/video_0/431.jpg
0,40258,432,432,0-432,/home/dingchaofan/dataset/starfish/data/train_images/video_0/432.jpg
0,40258,433,433,0-433,/home/dingchaofan/dataset/starfish/data/train_images/video_0/433.jpg
0,40258,434,434,0-434,/home/dingchaofan/dataset/starfish/data/train_images/video_0/434.jpg
0,40258,435,435,0-435,/home/dingchaofan/dataset/starfish/data/train_images/video_0/435.jpg
0,40258,436,436,0-436,/home/dingchaofan/dataset/starfish/data/train_images/video_0/436.jpg
0,40258,437,437,0-437,/home/dingchaofan/dataset/starfish/data/train_images/video_0/437.jpg
0,40258,438,438,0-438,/home/dingchaofan/dataset/starfish/data/train_images/video_0/438.jpg
0,40258,439,439,0-439,/home/dingchaofan/dataset/starfish/data/train_images/video_0/439.jpg
0,40258,440,440,0-440,/home/dingchaofan/dataset/starfish/data/train_images/video_0/440.jpg
0,40258,441,441,0-441,/home/dingchaofan/dataset/starfish/data/train_images/video_0/441.jpg
0,40258,442,442,0-442,/home/dingchaofan/dataset/starfish/data/train_images/video_0/442.jpg
0,40258,443,443,0-443,/home/dingchaofan/dataset/starfish/data/train_images/video_0/443.jpg
0,40258,444,444,0-444,/home/dingchaofan/dataset/starfish/data/train_images/video_0/444.jpg
0,40258,445,445,0-445,/home/dingchaofan/dataset/starfish/data/train_images/video_0/445.jpg
0,40258,446,446,0-446,/home/dingchaofan/dataset/starfish/data/train_images/video_0/446.jpg
0,40258,447,447,0-447,/home/dingchaofan/dataset/starfish/data/train_images/video_0/447.jpg
0,40258,448,448,0-448,/home/dingchaofan/dataset/starfish/data/train_images/video_0/448.jpg
0,40258,449,449,0-449,/home/dingchaofan/dataset/starfish/data/train_images/video_0/449.jpg
0,40258,450,450,0-450,/home/dingchaofan/dataset/starfish/data/train_images/video_0/450.jpg
0,40258,451,451,0-451,/home/dingchaofan/dataset/starfish/data/train_images/video_0/451.jpg
0,40258,452,452,0-452,/home/dingchaofan/dataset/starfish/data/train_images/video_0/452.jpg
0,40258,453,453,0-453,/home/dingchaofan/dataset/starfish/data/train_images/video_0/453.jpg
0,40258,454,454,0-454,/home/dingchaofan/dataset/starfish/data/train_images/video_0/454.jpg
0,40258,455,455,0-455,/home/dingchaofan/dataset/starfish/data/train_images/video_0/455.jpg
0,40258,456,456,0-456,/home/dingchaofan/dataset/starfish/data/train_images/video_0/456.jpg
0,40258,457,457,0-457,/home/dingchaofan/dataset/starfish/data/train_images/video_0/457.jpg
0,40258,458,458,0-458,/home/dingchaofan/dataset/starfish/data/train_images/video_0/458.jpg
0,40258,459,459,0-459,/home/dingchaofan/dataset/starfish/data/train_images/video_0/459.jpg
0,40258,460,460,0-460,/home/dingchaofan/dataset/starfish/data/train_images/video_0/460.jpg
0,40258,461,461,0-461,/home/dingchaofan/dataset/starfish/data/train_images/video_0/461.jpg
0,40258,462,462,0-462,/home/dingchaofan/dataset/starfish/data/train_images/video_0/462.jpg
0,40258,463,463,0-463,/home/dingchaofan/dataset/starfish/data/train_images/video_0/463.jpg
0,40258,464,464,0-464,/home/dingchaofan/dataset/starfish/data/train_images/video_0/464.jpg
0,40258,465,465,0-465,/home/dingchaofan/dataset/starfish/data/train_images/video_0/465.jpg
0,40258,466,466,0-466,/home/dingchaofan/dataset/starfish/data/train_images/video_0/466.jpg
0,40258,467,467,0-467,/home/dingchaofan/dataset/starfish/data/train_images/video_0/467.jpg
0,40258,468,468,0-468,/home/dingchaofan/dataset/starfish/data/train_images/video_0/468.jpg
0,40258,469,469,0-469,/home/dingchaofan/dataset/starfish/data/train_images/video_0/469.jpg
0,40258,470,470,0-470,/home/dingchaofan/dataset/starfish/data/train_images/video_0/470.jpg
0,40258,471,471,0-471,/home/dingchaofan/dataset/starfish/data/train_images/video_0/471.jpg
0,40258,472,472,0-472,/home/dingchaofan/dataset/starfish/data/train_images/video_0/472.jpg
0,40258,473,473,0-473,/home/dingchaofan/dataset/starfish/data/train_images/video_0/473.jpg
0,40258,474,474,0-474,/home/dingchaofan/dataset/starfish/data/train_images/video_0/474.jpg
0,40258,475,475,0-475,/home/dingchaofan/dataset/starfish/data/train_images/video_0/475.jpg
0,40258,476,476,0-476,/home/dingchaofan/dataset/starfish/data/train_images/video_0/476.jpg
0,40258,477,477,0-477,/home/dingchaofan/dataset/starfish/data/train_images/video_0/477.jpg
0,40258,478,478,0-478,/home/dingchaofan/dataset/starfish/data/train_images/video_0/478.jpg
0,40258,479,479,0-479,/home/dingchaofan/dataset/starfish/data/train_images/video_0/479.jpg
0,45518,873,0,0-873,/home/dingchaofan/dataset/starfish/data/train_images/video_0/873.jpg
0,45518,874,1,0-874,/home/dingchaofan/dataset/starfish/data/train_images/video_0/874.jpg
0,45518,875,2,0-875,/home/dingchaofan/dataset/starfish/data/train_images/video_0/875.jpg
0,45518,876,3,0-876,/home/dingchaofan/dataset/starfish/data/train_images/video_0/876.jpg
0,45518,877,4,0-877,/home/dingchaofan/dataset/starfish/data/train_images/video_0/877.jpg
0,45518,892,19,0-892,/home/dingchaofan/dataset/starfish/data/train_images/video_0/892.jpg
0,45518,893,20,0-893,/home/dingchaofan/dataset/starfish/data/train_images/video_0/893.jpg
0,45518,894,21,0-894,/home/dingchaofan/dataset/starfish/data/train_images/video_0/894.jpg
0,45518,895,22,0-895,/home/dingchaofan/dataset/starfish/data/train_images/video_0/895.jpg
0,45518,896,23,0-896,/home/dingchaofan/dataset/starfish/data/train_images/video_0/896.jpg
0,45518,897,24,0-897,/home/dingchaofan/dataset/starfish/data/train_images/video_0/897.jpg
0,45518,898,25,0-898,/home/dingchaofan/dataset/starfish/data/train_images/video_0/898.jpg
0,45518,899,26,0-899,/home/dingchaofan/dataset/starfish/data/train_images/video_0/899.jpg
0,45518,900,27,0-900,/home/dingchaofan/dataset/starfish/data/train_images/video_0/900.jpg
0,45518,901,28,0-901,/home/dingchaofan/dataset/starfish/data/train_images/video_0/901.jpg
0,45518,902,29,0-902,/home/dingchaofan/dataset/starfish/data/train_images/video_0/902.jpg
0,45518,903,30,0-903,/home/dingchaofan/dataset/starfish/data/train_images/video_0/903.jpg
0,45518,904,31,0-904,/home/dingchaofan/dataset/starfish/data/train_images/video_0/904.jpg
0,45518,905,32,0-905,/home/dingchaofan/dataset/starfish/data/train_images/video_0/905.jpg
0,45518,906,33,0-906,/home/dingchaofan/dataset/starfish/data/train_images/video_0/906.jpg
0,45518,907,34,0-907,/home/dingchaofan/dataset/starfish/data/train_images/video_0/907.jpg
0,45518,908,35,0-908,/home/dingchaofan/dataset/starfish/data/train_images/video_0/908.jpg
0,45518,909,36,0-909,/home/dingchaofan/dataset/starfish/data/train_images/video_0/909.jpg
0,45518,910,37,0-910,/home/dingchaofan/dataset/starfish/data/train_images/video_0/910.jpg
0,45518,911,38,0-911,/home/dingchaofan/dataset/starfish/data/train_images/video_0/911.jpg
0,45518,912,39,0-912,/home/dingchaofan/dataset/starfish/data/train_images/video_0/912.jpg
0,45518,913,40,0-913,/home/dingchaofan/dataset/starfish/data/train_images/video_0/913.jpg
0,45518,914,41,0-914,/home/dingchaofan/dataset/starfish/data/train_images/video_0/914.jpg
0,45518,915,42,0-915,/home/dingchaofan/dataset/starfish/data/train_images/video_0/915.jpg
0,45518,916,43,0-916,/home/dingchaofan/dataset/starfish/data/train_images/video_0/916.jpg
0,45518,917,44,0-917,/home/dingchaofan/dataset/starfish/data/train_images/video_0/917.jpg
0,45518,918,45,0-918,/home/dingchaofan/dataset/starfish/data/train_images/video_0/918.jpg
0,45518,919,46,0-919,/home/dingchaofan/dataset/starfish/data/train_images/video_0/919.jpg
0,45518,920,47,0-920,/home/dingchaofan/dataset/starfish/data/train_images/video_0/920.jpg
0,45518,921,48,0-921,/home/dingchaofan/dataset/starfish/data/train_images/video_0/921.jpg
0,45518,922,49,0-922,/home/dingchaofan/dataset/starfish/data/train_images/video_0/922.jpg
0,45518,923,50,0-923,/home/dingchaofan/dataset/starfish/data/train_images/video_0/923.jpg
0,45518,924,51,0-924,/home/dingchaofan/dataset/starfish/data/train_images/video_0/924.jpg
0,45518,925,52,0-925,/home/dingchaofan/dataset/starfish/data/train_images/video_0/925.jpg
0,45518,926,53,0-926,/home/dingchaofan/dataset/starfish/data/train_images/video_0/926.jpg
0,45518,927,54,0-927,/home/dingchaofan/dataset/starfish/data/train_images/video_0/927.jpg
0,45518,928,55,0-928,/home/dingchaofan/dataset/starfish/data/train_images/video_0/928.jpg
0,45518,929,56,0-929,/home/dingchaofan/dataset/starfish/data/train_images/video_0/929.jpg
0,45518,930,57,0-930,/home/dingchaofan/dataset/starfish/data/train_images/video_0/930.jpg
0,45518,931,58,0-931,/home/dingchaofan/dataset/starfish/data/train_images/video_0/931.jpg
0,45518,932,59,0-932,/home/dingchaofan/dataset/starfish/data/train_images/video_0/932.jpg
0,45518,933,60,0-933,/home/dingchaofan/dataset/starfish/data/train_images/video_0/933.jpg
0,45518,934,61,0-934,/home/dingchaofan/dataset/starfish/data/train_images/video_0/934.jpg
0,45518,935,62,0-935,/home/dingchaofan/dataset/starfish/data/train_images/video_0/935.jpg
0,45518,936,63,0-936,/home/dingchaofan/dataset/starfish/data/train_images/video_0/936.jpg
0,45518,937,64,0-937,/home/dingchaofan/dataset/starfish/data/train_images/video_0/937.jpg
0,45518,938,65,0-938,/home/dingchaofan/dataset/starfish/data/train_images/video_0/938.jpg
0,45518,939,66,0-939,/home/dingchaofan/dataset/starfish/data/train_images/video_0/939.jpg
0,45518,940,67,0-940,/home/dingchaofan/dataset/starfish/data/train_images/video_0/940.jpg
0,45518,941,68,0-941,/home/dingchaofan/dataset/starfish/data/train_images/video_0/941.jpg
0,45518,942,69,0-942,/home/dingchaofan/dataset/starfish/data/train_images/video_0/942.jpg
0,45518,943,70,0-943,/home/dingchaofan/dataset/starfish/data/train_images/video_0/943.jpg
0,45518,944,71,0-944,/home/dingchaofan/dataset/starfish/data/train_images/video_0/944.jpg
0,45518,945,72,0-945,/home/dingchaofan/dataset/starfish/data/train_images/video_0/945.jpg
0,45518,946,73,0-946,/home/dingchaofan/dataset/starfish/data/train_images/video_0/946.jpg
0,45518,947,74,0-947,/home/dingchaofan/dataset/starfish/data/train_images/video_0/947.jpg
0,45518,948,75,0-948,/home/dingchaofan/dataset/starfish/data/train_images/video_0/948.jpg
0,45518,1032,159,0-1032,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1032.jpg
0,45518,1033,160,0-1033,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1033.jpg
0,45518,1034,161,0-1034,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1034.jpg
0,45518,1035,162,0-1035,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1035.jpg
0,45518,1036,163,0-1036,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1036.jpg
0,45518,1037,164,0-1037,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1037.jpg
0,45518,1038,165,0-1038,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1038.jpg
0,45518,1039,166,0-1039,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1039.jpg
0,45518,1040,167,0-1040,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1040.jpg
0,45518,1041,168,0-1041,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1041.jpg
0,45518,1042,169,0-1042,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1042.jpg
0,45518,1043,170,0-1043,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1043.jpg
0,45518,1044,171,0-1044,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1044.jpg
0,45518,1045,172,0-1045,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1045.jpg
0,45518,1046,173,0-1046,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1046.jpg
0,45518,1047,174,0-1047,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1047.jpg
0,45518,1048,175,0-1048,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1048.jpg
0,45518,1049,176,0-1049,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1049.jpg
0,45518,1050,177,0-1050,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1050.jpg
0,45518,1051,178,0-1051,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1051.jpg
0,45518,1052,179,0-1052,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1052.jpg
0,45518,1053,180,0-1053,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1053.jpg
0,45518,1054,181,0-1054,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1054.jpg
0,45518,1055,182,0-1055,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1055.jpg
0,45518,1056,183,0-1056,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1056.jpg
0,45518,1057,184,0-1057,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1057.jpg
0,45518,1058,185,0-1058,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1058.jpg
0,45518,1059,186,0-1059,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1059.jpg
0,45518,1060,187,0-1060,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1060.jpg
0,45518,1061,188,0-1061,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1061.jpg
0,45518,1062,189,0-1062,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1062.jpg
0,45518,1063,190,0-1063,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1063.jpg
0,45518,1064,191,0-1064,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1064.jpg
0,45518,1065,192,0-1065,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1065.jpg
0,45518,1066,193,0-1066,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1066.jpg
0,45518,1067,194,0-1067,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1067.jpg
0,45518,1068,195,0-1068,/home/dingchaofan/dataset/starfish/data/train_images/video_0/1068.jpg
