video_id,sequence,video_frame,sequence_frame,image_id,annotations,NumBBox,bboxes,image_path,fold
0,40258,27,27,0-27,"[{'x': 522, 'y': 191, 'width': 64, 'height': 52}]",1,"[[522, 191, 64, 52]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/27.jpg,4
0,40258,28,28,0-28,"[{'x': 519, 'y': 187, 'width': 66, 'height': 52}]",1,"[[519, 187, 66, 52]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/28.jpg,4
0,40258,29,29,0-29,"[{'x': 519, 'y': 181, 'width': 68, 'height': 53}]",1,"[[519, 181, 68, 53]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/29.jpg,4
0,40258,30,30,0-30,"[{'x': 518, 'y': 176, 'width': 69, 'height': 54}]",1,"[[518, 176, 69, 54]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/30.jpg,4
0,40258,31,31,0-31,"[{'x': 518, 'y': 171, 'width': 71, 'height': 55}]",1,"[[518, 171, 71, 55]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/31.jpg,4
0,40258,32,32,0-32,"[{'x': 518, 'y': 165, 'width': 73, 'height': 56}]",1,"[[518, 165, 73, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/32.jpg,4
0,40258,33,33,0-33,"[{'x': 519, 'y': 160, 'width': 74, 'height': 58}]",1,"[[519, 160, 74, 58]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/33.jpg,4
0,40258,34,34,0-34,"[{'x': 519, 'y': 155, 'width': 76, 'height': 60}]",1,"[[519, 155, 76, 60]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/34.jpg,4
0,40258,35,35,0-35,"[{'x': 520, 'y': 151, 'width': 78, 'height': 62}, {'x': 598, 'y': 204, 'width': 58, 'height': 32}]",2,"[[520, 151, 78, 62], [598, 204, 58, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/35.jpg,4
0,40258,36,36,0-36,"[{'x': 520, 'y': 148, 'width': 80, 'height': 63}, {'x': 598, 'y': 206, 'width': 61, 'height': 34}]",2,"[[520, 148, 80, 63], [598, 206, 61, 34]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/36.jpg,4
0,40258,37,37,0-37,"[{'x': 521, 'y': 144, 'width': 82, 'height': 65}, {'x': 599, 'y': 208, 'width': 64, 'height': 36}]",2,"[[521, 144, 82, 65], [599, 208, 64, 36]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/37.jpg,4
0,40258,38,38,0-38,"[{'x': 522, 'y': 141, 'width': 83, 'height': 67}, {'x': 599, 'y': 209, 'width': 66, 'height': 38}]",2,"[[522, 141, 83, 67], [599, 209, 66, 38]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/38.jpg,4
0,40258,39,39,0-39,"[{'x': 521, 'y': 139, 'width': 85, 'height': 69}, {'x': 599, 'y': 211, 'width': 69, 'height': 40}]",2,"[[521, 139, 85, 69], [599, 211, 69, 40]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/39.jpg,4
0,40258,40,40,0-40,"[{'x': 521, 'y': 138, 'width': 87, 'height': 71}, {'x': 599, 'y': 213, 'width': 72, 'height': 42}]",2,"[[521, 138, 87, 71], [599, 213, 72, 42]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/40.jpg,4
0,40258,41,41,0-41,"[{'x': 521, 'y': 138, 'width': 89, 'height': 73}, {'x': 602, 'y': 219, 'width': 72, 'height': 42}]",2,"[[521, 138, 89, 73], [602, 219, 72, 42]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/41.jpg,4
0,40258,42,42,0-42,"[{'x': 521, 'y': 139, 'width': 91, 'height': 74}, {'x': 604, 'y': 226, 'width': 72, 'height': 42}]",2,"[[521, 139, 91, 74], [604, 226, 72, 42]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/42.jpg,4
0,40258,43,43,0-43,"[{'x': 523, 'y': 134, 'width': 92, 'height': 77}, {'x': 607, 'y': 232, 'width': 72, 'height': 42}]",2,"[[523, 134, 92, 77], [607, 232, 72, 42]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/43.jpg,4
0,40258,44,44,0-44,"[{'x': 524, 'y': 139, 'width': 94, 'height': 80}, {'x': 609, 'y': 238, 'width': 72, 'height': 42}]",2,"[[524, 139, 94, 80], [609, 238, 72, 42]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/44.jpg,4
0,40258,45,45,0-45,"[{'x': 525, 'y': 145, 'width': 96, 'height': 83}, {'x': 613, 'y': 253, 'width': 72, 'height': 43}]",2,"[[525, 145, 96, 83], [613, 253, 72, 43]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/45.jpg,4
0,40258,46,46,0-46,"[{'x': 527, 'y': 150, 'width': 98, 'height': 86}, {'x': 616, 'y': 267, 'width': 72, 'height': 44}]",2,"[[527, 150, 98, 86], [616, 267, 72, 44]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/46.jpg,4
0,40258,47,47,0-47,"[{'x': 530, 'y': 162, 'width': 100, 'height': 89}, {'x': 620, 'y': 282, 'width': 72, 'height': 44}]",2,"[[530, 162, 100, 89], [620, 282, 72, 44]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/47.jpg,4
0,40258,48,48,0-48,"[{'x': 534, 'y': 174, 'width': 101, 'height': 92}, {'x': 618, 'y': 304, 'width': 95, 'height': 56}]",2,"[[534, 174, 101, 92], [618, 304, 95, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/48.jpg,4
0,40258,49,49,0-49,"[{'x': 537, 'y': 186, 'width': 103, 'height': 95}, {'x': 624, 'y': 324, 'width': 95, 'height': 56}]",2,"[[537, 186, 103, 95], [624, 324, 95, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/49.jpg,4
0,40258,50,50,0-50,"[{'x': 539, 'y': 205, 'width': 105, 'height': 98}, {'x': 630, 'y': 351, 'width': 95, 'height': 56}]",2,"[[539, 205, 105, 98], [630, 351, 95, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/50.jpg,4
0,40258,51,51,0-51,"[{'x': 541, 'y': 224, 'width': 107, 'height': 101}, {'x': 636, 'y': 377, 'width': 95, 'height': 56}]",2,"[[541, 224, 107, 101], [636, 377, 95, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/51.jpg,4
0,40258,52,52,0-52,"[{'x': 543, 'y': 244, 'width': 109, 'height': 104}, {'x': 642, 'y': 403, 'width': 95, 'height': 56}]",2,"[[543, 244, 109, 104], [642, 403, 95, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/52.jpg,4
0,40258,53,53,0-53,"[{'x': 540, 'y': 258, 'width': 110, 'height': 104}, {'x': 649, 'y': 431, 'width': 95, 'height': 56}]",2,"[[540, 258, 110, 104], [649, 431, 95, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/53.jpg,4
0,40258,54,54,0-54,"[{'x': 540, 'y': 284, 'width': 112, 'height': 105}, {'x': 653, 'y': 466, 'width': 95, 'height': 56}]",2,"[[540, 284, 112, 105], [653, 466, 95, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/54.jpg,4
0,40258,55,55,0-55,"[{'x': 540, 'y': 310, 'width': 113, 'height': 105}, {'x': 657, 'y': 501, 'width': 95, 'height': 56}]",2,"[[540, 310, 113, 105], [657, 501, 95, 56]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/55.jpg,4
0,40258,56,56,0-56,"[{'x': 540, 'y': 336, 'width': 115, 'height': 105}, {'x': 659, 'y': 534, 'width': 98, 'height': 67}]",2,"[[540, 336, 115, 105], [659, 534, 98, 67]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/56.jpg,4
0,40258,57,57,0-57,"[{'x': 539, 'y': 362, 'width': 116, 'height': 106}, {'x': 662, 'y': 566, 'width': 101, 'height': 78}]",2,"[[539, 362, 116, 106], [662, 566, 101, 78]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/57.jpg,4
0,40258,58,58,0-58,"[{'x': 539, 'y': 388, 'width': 118, 'height': 106}, {'x': 666, 'y': 607, 'width': 101, 'height': 78}]",2,"[[539, 388, 118, 106], [666, 607, 101, 78]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/58.jpg,4
0,40258,59,59,0-59,"[{'x': 539, 'y': 414, 'width': 119, 'height': 106}, {'x': 671, 'y': 652, 'width': 101, 'height': 67}]",2,"[[539, 414, 119, 106], [671, 652, 101, 67]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/59.jpg,4
0,40258,60,60,0-60,"[{'x': 535, 'y': 444, 'width': 127, 'height': 113}]",1,"[[535, 444, 127, 113]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/60.jpg,4
0,40258,61,61,0-61,"[{'x': 532, 'y': 474, 'width': 134, 'height': 119}]",1,"[[532, 474, 134, 119]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/61.jpg,4
0,40258,62,62,0-62,"[{'x': 528, 'y': 505, 'width': 141, 'height': 126}]",1,"[[528, 505, 141, 126]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/62.jpg,4
0,40258,63,63,0-63,"[{'x': 525, 'y': 538, 'width': 141, 'height': 126}]",1,"[[525, 538, 141, 126]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/63.jpg,4
0,40258,64,64,0-64,"[{'x': 458, 'y': 16, 'width': 57, 'height': 57}, {'x': 522, 'y': 572, 'width': 141, 'height': 126}]",2,"[[458, 16, 57, 57], [522, 572, 141, 126]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/64.jpg,4
0,40258,65,65,0-65,"[{'x': 455, 'y': 35, 'width': 57, 'height': 57}, {'x': 510, 'y': 615, 'width': 141, 'height': 104}]",2,"[[455, 35, 57, 57], [510, 615, 141, 104]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/65.jpg,4
0,40258,66,66,0-66,"[{'x': 451, 'y': 53, 'width': 57, 'height': 57}, {'x': 504, 'y': 659, 'width': 141, 'height': 60}]",2,"[[451, 53, 57, 57], [504, 659, 141, 60]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/66.jpg,4
0,40258,67,67,0-67,"[{'x': 448, 'y': 72, 'width': 57, 'height': 57}]",1,"[[448, 72, 57, 57]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/67.jpg,4
0,40258,68,68,0-68,"[{'x': 445, 'y': 90, 'width': 57, 'height': 57}]",1,"[[445, 90, 57, 57]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/68.jpg,4
0,40258,69,69,0-69,"[{'x': 442, 'y': 109, 'width': 57, 'height': 57}]",1,"[[442, 109, 57, 57]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/69.jpg,4
0,40258,70,70,0-70,"[{'x': 439, 'y': 127, 'width': 57, 'height': 57}]",1,"[[439, 127, 57, 57]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/70.jpg,4
0,40258,71,71,0-71,"[{'x': 435, 'y': 145, 'width': 57, 'height': 57}]",1,"[[435, 145, 57, 57]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/71.jpg,4
0,40258,72,72,0-72,"[{'x': 432, 'y': 164, 'width': 57, 'height': 57}]",1,"[[432, 164, 57, 57]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/72.jpg,4
0,40258,73,73,0-73,"[{'x': 429, 'y': 182, 'width': 57, 'height': 57}]",1,"[[429, 182, 57, 57]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/73.jpg,4
0,40258,74,74,0-74,"[{'x': 426, 'y': 201, 'width': 57, 'height': 57}]",1,"[[426, 201, 57, 57]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/74.jpg,4
0,40258,75,75,0-75,"[{'x': 421, 'y': 217, 'width': 59, 'height': 58}]",1,"[[421, 217, 59, 58]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/75.jpg,4
0,40258,76,76,0-76,"[{'x': 416, 'y': 234, 'width': 61, 'height': 59}]",1,"[[416, 234, 61, 59]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/76.jpg,4
0,40258,77,77,0-77,"[{'x': 411, 'y': 250, 'width': 62, 'height': 60}]",1,"[[411, 250, 62, 60]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/77.jpg,4
0,40258,78,78,0-78,"[{'x': 406, 'y': 267, 'width': 64, 'height': 62}]",1,"[[406, 267, 64, 62]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/78.jpg,4
0,40258,79,79,0-79,"[{'x': 401, 'y': 283, 'width': 66, 'height': 63}]",1,"[[401, 283, 66, 63]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/79.jpg,4
0,40258,80,80,0-80,"[{'x': 395, 'y': 300, 'width': 68, 'height': 64}]",1,"[[395, 300, 68, 64]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/80.jpg,4
0,40258,81,81,0-81,"[{'x': 390, 'y': 316, 'width': 70, 'height': 65}]",1,"[[390, 316, 70, 65]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/81.jpg,4
0,40258,82,82,0-82,"[{'x': 385, 'y': 333, 'width': 71, 'height': 66}]",1,"[[385, 333, 71, 66]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/82.jpg,4
0,40258,83,83,0-83,"[{'x': 380, 'y': 349, 'width': 73, 'height': 68}]",1,"[[380, 349, 73, 68]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/83.jpg,4
0,40258,84,84,0-84,"[{'x': 375, 'y': 366, 'width': 75, 'height': 69}]",1,"[[375, 366, 75, 69]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/84.jpg,4
0,40258,85,85,0-85,"[{'x': 369, 'y': 381, 'width': 77, 'height': 70}]",1,"[[369, 381, 77, 70]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/85.jpg,4
0,40258,86,86,0-86,"[{'x': 363, 'y': 397, 'width': 79, 'height': 71}]",1,"[[363, 397, 79, 71]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/86.jpg,4
0,40258,87,87,0-87,"[{'x': 357, 'y': 413, 'width': 81, 'height': 72}]",1,"[[357, 413, 81, 72]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/87.jpg,4
0,40258,88,88,0-88,"[{'x': 351, 'y': 429, 'width': 83, 'height': 73}]",1,"[[351, 429, 83, 73]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/88.jpg,4
0,40258,89,89,0-89,"[{'x': 345, 'y': 444, 'width': 85, 'height': 74}]",1,"[[345, 444, 85, 74]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/89.jpg,4
0,40258,90,90,0-90,"[{'x': 339, 'y': 460, 'width': 86, 'height': 75}]",1,"[[339, 460, 86, 75]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/90.jpg,4
0,40258,91,91,0-91,"[{'x': 333, 'y': 476, 'width': 88, 'height': 76}]",1,"[[333, 476, 88, 76]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/91.jpg,4
0,40258,92,92,0-92,"[{'x': 328, 'y': 492, 'width': 90, 'height': 77}]",1,"[[328, 492, 90, 77]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/92.jpg,4
0,40258,93,93,0-93,"[{'x': 322, 'y': 507, 'width': 92, 'height': 78}]",1,"[[322, 507, 92, 78]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/93.jpg,4
0,40258,94,94,0-94,"[{'x': 316, 'y': 523, 'width': 94, 'height': 79}]",1,"[[316, 523, 94, 79]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/94.jpg,4
0,40258,95,95,0-95,"[{'x': 308, 'y': 540, 'width': 100, 'height': 81}]",1,"[[308, 540, 100, 81]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/95.jpg,4
0,40258,96,96,0-96,"[{'x': 301, 'y': 556, 'width': 105, 'height': 83}]",1,"[[301, 556, 105, 83]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/96.jpg,4
0,40258,97,97,0-97,"[{'x': 294, 'y': 572, 'width': 111, 'height': 86}]",1,"[[294, 572, 111, 86]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/97.jpg,4
0,40258,98,98,0-98,"[{'x': 287, 'y': 589, 'width': 116, 'height': 88}]",1,"[[287, 589, 116, 88]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/98.jpg,4
0,40258,99,99,0-99,"[{'x': 282, 'y': 606, 'width': 116, 'height': 88}]",1,"[[282, 606, 116, 88]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/99.jpg,4
0,40258,100,100,0-100,"[{'x': 276, 'y': 631, 'width': 116, 'height': 88}]",1,"[[276, 631, 116, 88]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/100.jpg,4
0,40258,101,101,0-101,"[{'x': 266, 'y': 659, 'width': 116, 'height': 60}, {'x': 640, 'y': 52, 'width': 22, 'height': 20}]",2,"[[266, 659, 116, 60], [640, 52, 22, 20]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/101.jpg,4
0,40258,102,102,0-102,"[{'x': 263, 'y': 680, 'width': 116, 'height': 39}, {'x': 640, 'y': 50, 'width': 22, 'height': 20}]",2,"[[263, 680, 116, 39], [640, 50, 22, 20]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/102.jpg,4
0,40258,103,103,0-103,"[{'x': 642, 'y': 49, 'width': 20, 'height': 21}]",1,"[[642, 49, 20, 21]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/103.jpg,4
0,40258,104,104,0-104,"[{'x': 642, 'y': 46, 'width': 22, 'height': 22}]",1,"[[642, 46, 22, 22]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/104.jpg,4
0,40258,105,105,0-105,"[{'x': 642, 'y': 43, 'width': 20, 'height': 22}]",1,"[[642, 43, 20, 22]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/105.jpg,4
0,40258,106,106,0-106,"[{'x': 644, 'y': 39, 'width': 20, 'height': 22}]",1,"[[644, 39, 20, 22]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/106.jpg,4
0,40258,107,107,0-107,"[{'x': 645, 'y': 35, 'width': 21, 'height': 22}]",1,"[[645, 35, 21, 22]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/107.jpg,4
0,40258,108,108,0-108,"[{'x': 646, 'y': 32, 'width': 21, 'height': 23}]",1,"[[646, 32, 21, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/108.jpg,4
0,40258,109,109,0-109,"[{'x': 647, 'y': 28, 'width': 22, 'height': 23}]",1,"[[647, 28, 22, 23]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/109.jpg,4
0,40258,110,110,0-110,"[{'x': 648, 'y': 25, 'width': 22, 'height': 24}]",1,"[[648, 25, 22, 24]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/110.jpg,4
0,40258,111,111,0-111,"[{'x': 649, 'y': 22, 'width': 23, 'height': 24}]",1,"[[649, 22, 23, 24]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/111.jpg,4
0,40258,112,112,0-112,"[{'x': 650, 'y': 18, 'width': 23, 'height': 25}]",1,"[[650, 18, 23, 25]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/112.jpg,4
0,40258,113,113,0-113,"[{'x': 651, 'y': 15, 'width': 24, 'height': 25}]",1,"[[651, 15, 24, 25]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/113.jpg,4
0,40258,114,114,0-114,"[{'x': 652, 'y': 11, 'width': 24, 'height': 26}]",1,"[[652, 11, 24, 26]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/114.jpg,4
0,40258,115,115,0-115,"[{'x': 653, 'y': 8, 'width': 25, 'height': 26}]",1,"[[653, 8, 25, 26]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/115.jpg,4
0,40258,116,116,0-116,"[{'x': 654, 'y': 4, 'width': 26, 'height': 27}]",1,"[[654, 4, 26, 27]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/116.jpg,4
0,40258,117,117,0-117,"[{'x': 655, 'y': 3, 'width': 26, 'height': 27}]",1,"[[655, 3, 26, 27]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/117.jpg,4
0,40258,118,118,0-118,"[{'x': 654, 'y': 2, 'width': 29, 'height': 30}]",1,"[[654, 2, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/118.jpg,4
0,40258,119,119,0-119,"[{'x': 655, 'y': 2, 'width': 29, 'height': 30}]",1,"[[655, 2, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/119.jpg,4
0,40258,120,120,0-120,"[{'x': 656, 'y': 2, 'width': 29, 'height': 30}]",1,"[[656, 2, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/120.jpg,4
0,40258,121,121,0-121,"[{'x': 658, 'y': 3, 'width': 29, 'height': 30}]",1,"[[658, 3, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/121.jpg,4
0,40258,122,122,0-122,"[{'x': 659, 'y': 3, 'width': 29, 'height': 30}]",1,"[[659, 3, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/122.jpg,4
0,40258,123,123,0-123,"[{'x': 660, 'y': 3, 'width': 29, 'height': 30}]",1,"[[660, 3, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/123.jpg,4
0,40258,124,124,0-124,"[{'x': 661, 'y': 4, 'width': 29, 'height': 30}]",1,"[[661, 4, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/124.jpg,4
0,40258,125,125,0-125,"[{'x': 662, 'y': 4, 'width': 29, 'height': 30}]",1,"[[662, 4, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/125.jpg,4
0,40258,126,126,0-126,"[{'x': 663, 'y': 7, 'width': 29, 'height': 30}]",1,"[[663, 7, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/126.jpg,4
0,40258,127,127,0-127,"[{'x': 664, 'y': 9, 'width': 29, 'height': 30}]",1,"[[664, 9, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/127.jpg,4
0,40258,128,128,0-128,"[{'x': 664, 'y': 12, 'width': 29, 'height': 30}]",1,"[[664, 12, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/128.jpg,4
0,40258,129,129,0-129,"[{'x': 665, 'y': 15, 'width': 29, 'height': 30}]",1,"[[665, 15, 29, 30]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/129.jpg,4
0,40258,130,130,0-130,"[{'x': 666, 'y': 18, 'width': 30, 'height': 31}]",1,"[[666, 18, 30, 31]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/130.jpg,4
0,40258,131,131,0-131,"[{'x': 666, 'y': 24, 'width': 30, 'height': 32}]",1,"[[666, 24, 30, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/131.jpg,4
0,40258,132,132,0-132,"[{'x': 665, 'y': 31, 'width': 31, 'height': 32}]",1,"[[665, 31, 31, 32]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/132.jpg,4
0,40258,133,133,0-133,"[{'x': 665, 'y': 38, 'width': 31, 'height': 33}]",1,"[[665, 38, 31, 33]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/133.jpg,4
0,40258,134,134,0-134,"[{'x': 666, 'y': 45, 'width': 32, 'height': 33}]",1,"[[666, 45, 32, 33]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/134.jpg,4
0,40258,135,135,0-135,"[{'x': 666, 'y': 51, 'width': 32, 'height': 34}]",1,"[[666, 51, 32, 34]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/135.jpg,4
0,40258,136,136,0-136,"[{'x': 666, 'y': 61, 'width': 33, 'height': 34}]",1,"[[666, 61, 33, 34]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/136.jpg,4
0,40258,137,137,0-137,"[{'x': 665, 'y': 71, 'width': 33, 'height': 35}]",1,"[[665, 71, 33, 35]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/137.jpg,4
0,40258,138,138,0-138,"[{'x': 664, 'y': 81, 'width': 33, 'height': 36}]",1,"[[664, 81, 33, 36]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/138.jpg,4
0,40258,139,139,0-139,"[{'x': 663, 'y': 89, 'width': 34, 'height': 36}]",1,"[[663, 89, 34, 36]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/139.jpg,4
0,40258,140,140,0-140,"[{'x': 662, 'y': 98, 'width': 35, 'height': 37}]",1,"[[662, 98, 35, 37]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/140.jpg,4
0,40258,141,141,0-141,"[{'x': 661, 'y': 106, 'width': 35, 'height': 38}]",1,"[[661, 106, 35, 38]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/141.jpg,4
0,40258,142,142,0-142,"[{'x': 660, 'y': 115, 'width': 36, 'height': 39}]",1,"[[660, 115, 36, 39]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/142.jpg,4
0,40258,143,143,0-143,"[{'x': 658, 'y': 123, 'width': 37, 'height': 40}]",1,"[[658, 123, 37, 40]]",/home/dingchaofan/dataset/starfish/data/train_images/video_0/143.jpg,4
